time	V(output)
1.450882870490325e-002	4.999970e+000
1.468935441918896e-002	4.999970e+000
1.482104379083203e-002	4.999908e+000
1.482105379083203e-002	4.997875e+000
1.482106379083203e-002	4.875997e+000
1.482107379083203e-002	3.925397e+000
1.482109379083203e-002	4.564835e-001
1.482109879083203e-002	3.296162e-003
1.482110879083203e-002	4.754224e-004
1.482112879083203e-002	4.810244e-005
1.482116879083203e-002	2.999985e-005
1.500170593368917e-002	2.999985e-005
1.518224307654631e-002	2.999985e-005
1.536278021940345e-002	2.999985e-005
1.554331736226059e-002	2.999985e-005
1.572385450511774e-002	2.999985e-005
1.590439164797488e-002	2.999985e-005
1.608492879083202e-002	2.999985e-005
1.622668784600781e-002	2.999985e-005
1.622669784600781e-002	3.232519e-005
1.622670784600781e-002	9.614843e-005
1.622671784600781e-002	2.127602e-003
1.622672784600781e-002	7.574016e-001
1.622674784600781e-002	3.096018e+000
1.622678784600781e-002	4.840012e+000
1.622686784600781e-002	4.999969e+000
1.640739356029353e-002	4.999969e+000
1.658791927457924e-002	4.999970e+000
1.676844498886495e-002	4.999970e+000
1.694897070315066e-002	4.999970e+000
1.712949641743638e-002	4.999970e+000
1.731002213172209e-002	4.999970e+000
1.749054784600780e-002	4.999970e+000
1.762223721765088e-002	4.999908e+000
1.762224721765088e-002	4.997875e+000
1.762225721765088e-002	4.875997e+000
1.762226721765088e-002	3.925397e+000
1.762228721765088e-002	4.564835e-001
1.762229221765088e-002	3.296162e-003
1.762230221765088e-002	4.754224e-004
1.762232221765088e-002	4.810244e-005
1.762236221765088e-002	2.999985e-005
1.780289936050802e-002	2.999985e-005
1.798343650336517e-002	2.999985e-005
1.816397364622231e-002	2.999985e-005
1.834451078907945e-002	2.999985e-005
1.852504793193659e-002	2.999985e-005
1.870558507479373e-002	2.999985e-005
1.888612221765088e-002	2.999985e-005
1.902788127282666e-002	2.999985e-005
1.902789127282666e-002	3.232519e-005
1.902790127282666e-002	9.614843e-005
1.902791127282667e-002	2.127602e-003
1.902792127282667e-002	7.574016e-001
1.902794127282667e-002	3.096018e+000
1.902798127282667e-002	4.840012e+000
1.902806127282667e-002	4.999969e+000
1.920858698711238e-002	4.999969e+000
1.938911270139809e-002	4.999970e+000
1.956963841568381e-002	4.999970e+000
1.975016412996952e-002	4.999970e+000
1.993068984425523e-002	4.999970e+000
2.011121555854094e-002	4.999970e+000
2.029174127282666e-002	4.999970e+000
2.039467096032666e-002	4.999970e+000
2.042343064446973e-002	4.999908e+000
2.042344064446973e-002	4.997875e+000
2.042345064446973e-002	4.875997e+000
2.042346064446974e-002	3.925397e+000
2.042348064446974e-002	4.564835e-001
2.042348564446974e-002	3.296162e-003
2.042349564446974e-002	4.754224e-004
2.042351564446974e-002	4.810244e-005
2.042355564446974e-002	2.999985e-005
2.060409278732688e-002	2.999985e-005
2.078462993018402e-002	2.999985e-005
2.096516707304116e-002	2.999985e-005
2.114570421589830e-002	2.999985e-005
2.132624135875545e-002	2.999985e-005
2.150677850161259e-002	2.999985e-005
2.168731564446973e-002	2.999985e-005
2.182907469964552e-002	2.999985e-005
2.182908469964552e-002	3.232519e-005
2.182909469964552e-002	9.614843e-005
2.182910469964552e-002	2.127602e-003
2.182911469964552e-002	7.574016e-001
2.182913469964552e-002	3.096018e+000
2.182917469964552e-002	4.840012e+000
2.182925469964552e-002	4.999969e+000
2.200978041393124e-002	4.999969e+000
2.219030612821695e-002	4.999970e+000
2.237083184250266e-002	4.999970e+000
2.255135755678837e-002	4.999970e+000
2.273188327107409e-002	4.999970e+000
2.291240898535980e-002	4.999970e+000
2.309293469964551e-002	4.999970e+000
2.322462407128859e-002	4.999908e+000
2.322463407128859e-002	4.997875e+000
2.322464407128859e-002	4.875997e+000
2.322465407128859e-002	3.925397e+000
2.322467407128859e-002	4.564835e-001
2.322467907128859e-002	3.296162e-003
2.322468907128859e-002	4.754224e-004
2.322470907128859e-002	4.810244e-005
2.322474907128859e-002	2.999985e-005
2.340528621414573e-002	2.999985e-005
2.358582335700288e-002	2.999985e-005
2.376636049986002e-002	2.999985e-005
2.394689764271716e-002	2.999985e-005
2.412743478557430e-002	2.999985e-005
2.430797192843144e-002	2.999985e-005
2.448850907128859e-002	2.999985e-005
2.463026812646437e-002	2.999985e-005
2.463027812646437e-002	3.232519e-005
2.463028812646437e-002	9.614843e-005
2.463029812646438e-002	2.127602e-003
2.463030812646438e-002	7.574016e-001
2.463032812646438e-002	3.096018e+000
2.463036812646438e-002	4.840012e+000
2.463044812646438e-002	4.999969e+000
2.481097384075009e-002	4.999969e+000
2.499149955503580e-002	4.999970e+000
2.517202526932152e-002	4.999970e+000
2.535255098360723e-002	4.999970e+000
2.553307669789294e-002	4.999970e+000
2.571360241217865e-002	4.999970e+000
2.589412812646437e-002	4.999970e+000
2.602581749810744e-002	4.999908e+000
2.602582749810744e-002	4.997875e+000
2.602583749810744e-002	4.875997e+000
2.602584749810745e-002	3.925397e+000
2.602586749810745e-002	4.564835e-001
2.602587249810745e-002	3.296162e-003
2.602588249810745e-002	4.754224e-004
2.602590249810745e-002	4.810244e-005
2.602594249810745e-002	2.999985e-005
2.620647964096459e-002	2.999985e-005
2.638701678382173e-002	2.999985e-005
2.656755392667887e-002	2.999985e-005
2.674809106953601e-002	2.999985e-005
2.692862821239316e-002	2.999985e-005
2.710916535525030e-002	2.999985e-005
2.728970249810744e-002	2.999985e-005
2.743146155328323e-002	2.999985e-005
2.743147155328323e-002	3.232519e-005
2.743148155328323e-002	9.614843e-005
2.743149155328323e-002	2.127602e-003
2.743150155328323e-002	7.574016e-001
2.743152155328323e-002	3.096018e+000
2.743156155328323e-002	4.840012e+000
2.743164155328323e-002	4.999969e+000
2.761216726756895e-002	4.999969e+000
2.779269298185466e-002	4.999970e+000
2.797321869614037e-002	4.999970e+000
2.815374441042608e-002	4.999970e+000
2.833427012471180e-002	4.999970e+000
2.851479583899751e-002	4.999970e+000
2.869532155328322e-002	4.999970e+000
2.882701092492630e-002	4.999908e+000
2.882702092492630e-002	4.997875e+000
2.882703092492630e-002	4.875997e+000
2.882704092492630e-002	3.925397e+000
2.882706092492630e-002	4.564835e-001
2.882706592492630e-002	3.296162e-003
2.882707592492630e-002	4.754224e-004
2.882709592492630e-002	4.810244e-005
2.882713592492630e-002	2.999985e-005
2.900767306778344e-002	2.999985e-005
2.918821021064059e-002	2.999985e-005
2.936874735349773e-002	2.999985e-005
2.954928449635487e-002	2.999985e-005
2.972982163921201e-002	2.999985e-005
2.991035878206915e-002	2.999985e-005
3.009089592492630e-002	2.999985e-005
3.023265498010208e-002	2.999985e-005
3.023266498010208e-002	3.232519e-005
3.023267498010208e-002	9.614843e-005
3.023268498010209e-002	2.127602e-003
3.023269498010209e-002	7.574016e-001
3.023271498010209e-002	3.096018e+000
3.023275498010209e-002	4.840012e+000
3.023283498010209e-002	4.999969e+000
3.041336069438780e-002	4.999969e+000
3.059388640867352e-002	4.999970e+000
3.077441212295923e-002	4.999970e+000
3.095493783724494e-002	4.999970e+000
3.113546355153066e-002	4.999970e+000
3.131598926581637e-002	4.999970e+000
3.149651498010209e-002	4.999970e+000
3.162820435174517e-002	4.999908e+000
3.162821435174517e-002	4.997875e+000
3.162822435174517e-002	4.875997e+000
3.162823435174517e-002	3.925397e+000
3.162825435174518e-002	4.564835e-001
3.162825935174517e-002	3.296162e-003
3.162826935174518e-002	4.754224e-004
3.162828935174518e-002	4.810244e-005
3.162832935174518e-002	2.999985e-005
3.180886649460232e-002	2.999985e-005
3.198940363745947e-002	2.999985e-005
3.216994078031662e-002	2.999985e-005
3.235047792317377e-002	2.999985e-005
3.253101506603091e-002	2.999985e-005
3.271155220888806e-002	2.999985e-005
3.289208935174521e-002	2.999985e-005
3.303384840692100e-002	2.999985e-005
3.303385840692100e-002	3.232519e-005
3.303386840692100e-002	9.614843e-005
3.303387840692100e-002	2.127602e-003
3.303388840692100e-002	7.574016e-001
3.303390840692101e-002	3.096018e+000
3.303394840692100e-002	4.840012e+000
3.303402840692100e-002	4.999969e+000
3.321455412120673e-002	4.999969e+000
3.339507983549244e-002	4.999970e+000
3.357560554977816e-002	4.999970e+000
3.375613126406388e-002	4.999970e+000
3.393665697834960e-002	4.999970e+000
3.411718269263532e-002	4.999970e+000
3.429770840692104e-002	4.999970e+000
3.442939777856412e-002	4.999908e+000
3.442940777856412e-002	4.997875e+000
3.442941777856412e-002	4.875997e+000
3.442942777856412e-002	3.925397e+000
3.442944777856413e-002	4.564835e-001
3.442945277856412e-002	3.296162e-003
3.442946277856412e-002	4.754224e-004
3.442948277856413e-002	4.810244e-005
3.442952277856413e-002	2.999985e-005
3.461005992142127e-002	2.999985e-005
3.479059706427842e-002	2.999985e-005
3.497113420713557e-002	2.999985e-005
3.515167134999272e-002	2.999985e-005
3.533220849284986e-002	2.999985e-005
3.551274563570701e-002	2.999985e-005
3.569328277856416e-002	2.999985e-005
3.583504183373994e-002	2.999985e-005
3.583505183373995e-002	3.232519e-005
3.583506183373995e-002	9.614843e-005
3.583507183373995e-002	2.127602e-003
3.583508183373995e-002	7.574016e-001
3.583510183373995e-002	3.096018e+000
3.583514183373995e-002	4.840012e+000
3.583522183373995e-002	4.999969e+000
3.601574754802567e-002	4.999969e+000
3.619627326231139e-002	4.999970e+000
3.637679897659711e-002	4.999970e+000
3.655732469088283e-002	4.999970e+000
3.673785040516855e-002	4.999970e+000
3.691837611945427e-002	4.999970e+000
3.709890183373998e-002	4.999970e+000
3.723059120538307e-002	4.999908e+000
3.723060120538307e-002	4.997875e+000
3.723061120538307e-002	4.875997e+000
3.723062120538307e-002	3.925397e+000
3.723064120538307e-002	4.564835e-001
3.723064620538307e-002	3.296162e-003
3.723065620538307e-002	4.754224e-004
3.723067620538308e-002	4.810244e-005
3.723071620538308e-002	2.999985e-005
3.741125334824022e-002	2.999985e-005
3.759179049109737e-002	2.999985e-005
3.777232763395452e-002	2.999985e-005
3.795286477681167e-002	2.999985e-005
3.813340191966881e-002	2.999985e-005
3.831393906252596e-002	2.999985e-005
3.849447620538311e-002	2.999985e-005
3.863623526055889e-002	2.999985e-005
3.863624526055889e-002	3.232519e-005
3.863625526055890e-002	9.614843e-005
3.863626526055890e-002	2.127602e-003
3.863627526055890e-002	7.574016e-001
3.863629526055890e-002	3.096018e+000
3.863633526055890e-002	4.840012e+000
3.863641526055890e-002	4.999969e+000
3.865673526055890e-002	4.999970e+000
3.880009526055890e-002	4.999970e+000
3.900009526055891e-002	4.999970e+000
3.920009526055891e-002	4.999970e+000
3.950009526055892e-002	4.999970e+000
3.980009526055893e-002	4.999970e+000
4.003178463220201e-002	4.999908e+000
4.003179463220202e-002	4.997875e+000
4.003180463220202e-002	4.875997e+000
4.003181463220202e-002	3.925397e+000
4.003183463220202e-002	4.564835e-001
4.003183963220202e-002	3.296162e-003
4.003184963220202e-002	4.754224e-004
4.003186963220203e-002	4.810244e-005
4.003190963220202e-002	2.999985e-005
4.021244677505917e-002	2.999985e-005
4.039298391791632e-002	2.999985e-005
4.057352106077346e-002	2.999985e-005
4.075405820363062e-002	2.999985e-005
4.093459534648776e-002	2.999985e-005
4.111513248934491e-002	2.999985e-005
4.129566963220206e-002	2.999985e-005
4.143742868737784e-002	2.999985e-005
4.143743868737784e-002	3.232519e-005
4.143744868737784e-002	9.614843e-005
4.143745868737785e-002	2.127602e-003
4.143746868737785e-002	7.574016e-001
4.143748868737785e-002	3.096018e+000
4.143752868737785e-002	4.840012e+000
4.143760868737785e-002	4.999969e+000
4.161813440166357e-002	4.999969e+000
4.179866011594929e-002	4.999970e+000
4.197918583023501e-002	4.999970e+000
4.215971154452072e-002	4.999970e+000
4.234023725880644e-002	4.999970e+000
4.252076297309217e-002	4.999970e+000
4.270128868737788e-002	4.999970e+000
4.283297805902096e-002	4.999908e+000
4.283298805902096e-002	4.997875e+000
4.283299805902097e-002	4.875997e+000
4.283300805902097e-002	3.925397e+000
4.283302805902097e-002	4.564835e-001
4.283303305902097e-002	3.296162e-003
4.283304305902097e-002	4.754224e-004
4.283306305902097e-002	4.810244e-005
4.283310305902097e-002	2.999985e-005
4.301364020187812e-002	2.999985e-005
4.319417734473527e-002	2.999985e-005
4.337471448759241e-002	2.999985e-005
4.355525163044956e-002	2.999985e-005
4.373578877330671e-002	2.999985e-005
4.391632591616386e-002	2.999985e-005
4.409686305902100e-002	2.999985e-005
4.423862211419679e-002	2.999985e-005
4.423863211419679e-002	3.232519e-005
4.423864211419679e-002	9.614843e-005
4.423865211419679e-002	2.127602e-003
4.423866211419680e-002	7.574016e-001
4.423868211419680e-002	3.096018e+000
4.423872211419680e-002	4.840012e+000
4.423880211419680e-002	4.999969e+000
4.441932782848252e-002	4.999969e+000
4.459985354276824e-002	4.999970e+000
4.478037925705396e-002	4.999970e+000
4.496090497133967e-002	4.999970e+000
4.514143068562539e-002	4.999970e+000
4.532195639991112e-002	4.999970e+000
4.550248211419683e-002	4.999970e+000
4.563417148583991e-002	4.999908e+000
4.563418148583991e-002	4.997875e+000
4.563419148583991e-002	4.875997e+000
4.563420148583992e-002	3.925397e+000
4.563422148583992e-002	4.564835e-001
4.563422648583992e-002	3.296162e-003
4.563423648583992e-002	4.754224e-004
4.563425648583992e-002	4.810244e-005
4.563429648583992e-002	2.999985e-005
4.581483362869707e-002	2.999985e-005
4.599537077155422e-002	2.999985e-005
4.617590791441136e-002	2.999985e-005
4.635644505726851e-002	2.999985e-005
4.653698220012566e-002	2.999985e-005
4.671751934298281e-002	2.999985e-005
4.689805648583995e-002	2.999985e-005
4.703981554101574e-002	2.999985e-005
4.703982554101574e-002	3.232519e-005
4.703983554101574e-002	9.614843e-005
4.703984554101574e-002	2.127602e-003
4.703985554101575e-002	7.574016e-001
4.703987554101575e-002	3.096018e+000
4.703991554101575e-002	4.840012e+000
4.703999554101575e-002	4.999969e+000
4.722052125530147e-002	4.999969e+000
4.740104696958718e-002	4.999970e+000
4.758157268387291e-002	4.999970e+000
4.776209839815862e-002	4.999970e+000
4.794262411244434e-002	4.999970e+000
4.812314982673006e-002	4.999970e+000
4.830367554101578e-002	4.999970e+000
4.843536491265886e-002	4.999908e+000
4.843537491265886e-002	4.997875e+000
4.843538491265886e-002	4.875997e+000
4.843539491265887e-002	3.925397e+000
4.843541491265887e-002	4.564835e-001
4.843541991265887e-002	3.296162e-003
4.843542991265887e-002	4.754224e-004
4.843544991265887e-002	4.810244e-005
4.843548991265887e-002	2.999985e-005
4.861602705551602e-002	2.999985e-005
4.879656419837317e-002	2.999985e-005
4.897710134123031e-002	2.999985e-005
4.915763848408746e-002	2.999985e-005
4.933817562694461e-002	2.999985e-005
4.951871276980176e-002	2.999985e-005
4.969924991265890e-002	2.999985e-005
4.984100896783469e-002	2.999985e-005
4.984101896783469e-002	3.232519e-005
4.984102896783469e-002	9.614843e-005
4.984103896783469e-002	2.127602e-003
4.984104896783469e-002	7.574016e-001
4.984106896783470e-002	3.096018e+000
4.984110896783470e-002	4.840012e+000
4.984118896783470e-002	4.999969e+000
4.992294896783470e-002	4.999970e+000
5.000000000000000e-002	4.999970e+000
